id,target_name_ar,sentence,subject,relation,object,evidence,split,pep_sentence
225,فيصل عبدالحميد الصانع,خالد ناصر عبدالعزيز عبدالحميد الصانع ناصر جاسم عبدالله خليفه الصانع رياض عبدالمحسن يعقوب عبدالرحمن الصانع سالم محمد علي الصانع عبدالرزاق عبدالحميد الصانع فيصل عبدالحميد الصانع عبدالرزاق الصانع حمد عبدالرحمن الصانع خالد علي كهف مسهي الصانع عبدالحميد عبدالعزيز الصانع يعقوب الصانع وزير نايف زيد سويد الدوخي الصانع Comments & Questions Michael Herb,,,,,,False
226,خليفة مساعد حمادة,الموسوعه الحره خليفه مساعد حماده وزير الماليه في المنصب 14 ديسمبر 2020,,,,,,True
227,خليفة مساعد حمادة,تعديل خليفه مساعد حماده سياسي كويتي,,,,,,True
228,سعود  التوم,"ونا عندي ان الظيطه والمحايا اشهر منه في عدد المعارك هذا مااردت ايضاحه ولانريد امير شمل لعتيبه اعتيبه كلها امراء وكلها من بعضها ابو يزيد الحافي 09-Oct-2011, 05:05 PM الاخ طلال الروقي موضوعك جميل ولكنه مثير حيث اخطات في كتابتك ان الحفاه اميرهم سعود التوم الحافي وهذ اليس بصحيح بل سعود المذكور موظف بمسما رييس مركز هجره عسيله وهي احدا هجر الحفاه الكثيره واما مشيخه الحفاه فهي عند ال طويق والهم هجر في نجد عقاب 09-Oct-2011, 05:37 PM يااخ عقاب الرباعين وسبعه انعام بهم وبرز فيهم مسلط",,,,,,True
229,سعود  التوم,"اخطات في كتابتك ان الحفاه اميرهم سعود التوم الحافي وهذ اليس بصحيح بل سعود المذكور موظف بمسما رييس مركز هجره عسيله وهي احدا هجر الحفاه الكثيره واما مشيخه الحفاه فهي عند ال طويق والهم هجر في نجد عقاب 09-Oct-2011, 05:37 PM يااخ عقاب الرباعين وسبعه انعام بهم وبرز فيهم مسلط",,,,,,True
230,ماجد المطيري,«الجنايات»: تقضي بحبس ماجد المطيري سنتين في «شراء الاصوات» وتبري المضف من الاساءه الا مواطن خلال استجواب 26 ديسمبر 2024 المصدر : الانباء A+ Aاضغط هنا لقراءه ملخص الموضوع X نجاح في عمليه تلخيص الموضوع حدث خطا,,,,,,False
231,ماجد المطيري,«الاستيناف» تويد حبس النايب السابق ماجد المطيري,,,,,,True
232,ماجد المطيري,19:24 النايب السابق ماجد المطيري ايدت محكمه الاستيناف الجزاييه اليوم برياسه المستشار د,,,,,,True
233,ماجد المطيري,عمر المسعود حكم محكمه اول درجه بحبس النايب السابق ماجد المطيري واخرين سنتين مع الشغل والنفاذ,,,,,,True
234,ماجد المطيري,"الكويت: حبس النايب السابق ماجد المطيري لمده عامين بتهمه ""شراء اصوات"" الكويت انور الروقي انور الروقي صحافي كويتي",,,,,,True
235,ماجد المطيري,اخر تحديث: 18:51 (توقيت القدس) النايب الكويتي السابق ماجد المطيري,,,,,,True
236,ماجد المطيري,ايدت محكمه الاستيناف في الكويت حكم حبس النايب السابق ماجد المطيري لمده سنتين مع الشغل والنفاذ,,,,,,True
237,ماجد المطيري,بحبس النايب السابق ماجد المطيري رفقه اثنين اخرين,,,,,,True
238,ماجد المطيري,الطعن المقدم من دفاع النايب السابق ماجد المطيري بالغاء حكم الدرجه الاولا,,,,,,True
239,ماجد المطيري,وياتي حكم ادانه النايب السابق ماجد المطيري والثلاثه الاخرين علا خلفيه قضيه شراء اصوات في الدايره الانتخابيه الخامسه,,,,,,True
240,عبدالعزيز طارق حمود عبدالعزيز الصقعبي,"ابرز مواقفه في مجلس الامه مجلس الامه 2020 مجلس الامه الكويتي 2020 4 الموضوع الموقف استجواب الوزير حمد جابر العلي (يناير 2022) ضد الاستجواب استجواب الوزير احمد ناصر الصباح (فبراير 2022) مع الاستجواب استجواب الوزير علي حسين الموسا (مارس 2022) غير موجود مراجع عبدالعزيز طارق حمود عبدالعزيز الصقعبي 21 مارس 2021 علا موقع السيره الذاتيه لاعضاء مجلس الامه 2020 2021-03-21 علا موقع عبدالعزيز طارق حمود الصقعبي 2021-02-07 علا موقع ""د",,,,,,True
241,مرضي عبدالله راضي الأذينة,مرضي عبدالله راضي الاذينه نايب ثنيان علي ثنيان صالح الاذينه حزام خليف الاذينه حمد محمد مثيب الاذينه علي ثنيان صالح الاذينه نايب سالم مثيب احمد مثيب الاذينه وزير Comments & Questions Michael Herb,,,,,,False
242,مرضي عبدالله راضي الأذينة,مرضي عبدالله راضي الاذينه نايب ثنيان علي ثنيان صالح الاذينه حزام خليف الاذينه حمد محمد مثيب الاذينه علي ثنيان صالح الاذ,,,,,,False
243,خلف دميثير عجاج جازع العنزي,26 نوفمبر 2016 معلومات شخصيه اسم الولاده خلف دميثير عجاج العنزي الميلاد 14 اكتوبر 1946 الكويت تاريخ الوفاه 19 ديسمبر 2022 (76 سنه) 1 سبب الوفاه سرطان مواطنه الكويت الكنيه ابو مشعل الديانه مسلم الحياه العمليه المدرسه الام كليه المعلمين (دبلوم) المهنه سياسي الحزب سياسي مستقل اللغات العربيه سنوات النشاط 1981 2016 تعديل مصدري تعديل خلف دميثير عجاج جازع العنزي ( 14 اكتوبر 1946 19 ديسمبر 2022 ),,,,,,True
244,خلف دميثير عجاج جازع العنزي,وعضو المجلس الوطني السابق عام 1990 3 الايداعات المليونيه اتهم خلف دميثير بشبهه غسيل اموال او بما يسما الايداعات المليونيه,,,,,,True
245,خلف دميثير عجاج جازع العنزي,النايب خلف دميثير عجاج جازع العنزي النايب خلف دميثير عجاج جازع العنزي المصور : ارشيف,,,,,,True
246,خلف دميثير عجاج جازع العنزي,"وزير انس الصالح (سبتمبر 2020) تصويت فتح باب ما يستجد من اعمال (تعديل النظام الانتخابي) مراجع ""خلف دميثير في ذمه الله"" جريده الراي",,,,,,False
247,حسام عبدالله عبدالوهاب حسين الرومي,الرييسيه / الاشخاص / حسام عبدالله عبدالوهاب حسين الرومي حسام عبدالله عبدالوهاب حسين الرومي الطايفه سني العايله الرومي المشاركات في الحكومه الحكومه الوزاره الحكومه 35 وزاره الدوله للشوون البلديه وزير الدوله للشوون البلديه وزاره الاشغال العامه وزير الاشغال المشاركات في الانتخابات ومجالس الامه الانتخابات الدايره الترتيب عدد الاصوات النتيجه مجلس الامه 1992 الدعيه (1992) 4 386 خسر المجلس الوطني 1990 الدعيه (1990) 2 488 فاز,,,,,,True
248,جاسر خالد الجاسر الراجحي,الكويت تاريخ الوفاه 16 اغسطس 2002 (70 سنه) مكان الدفن مقبره الصليبيخات الجنسيه كويتي الديانه الاسلام الاولاد ثمان ابناء وثلاث بنات الاب خالد الجاسر الراجحي عايله الراجحي الحياه العمليه التعلم دبلوم بيطره المهنه نايب سابق في البرلمان الحزب مستقل تعديل مصدري,,,,,,True
